# E1 E2 Theta
9.868437229535292090e+02 1.246352239220710317e+03 2.572426401096541682e+01
3.005330378118778299e+03 1.410435098191610678e+03 1.286002098076348545e+02
1.196991737551863707e+03 2.110592417981114068e+03 1.358347270309941166e+02
2.389323854431905147e+03 1.679757655481913616e+03 7.586298712067171834e+01
4.700474955423982465e+03 1.054657880694788446e+03 5.948574311376949453e+01
9.820570178914083499e+02 1.344653917664554911e+03 7.344869518522773433e+01
1.069865574598552712e+03 1.893030745449307915e+03 9.614440460768616958e+01
1.831189727202894119e+03 2.208666433862288613e+03 3.695572308047016463e+01
2.222147409851062548e+03 2.356488429059072587e+03 3.796504453624172015e+01
4.774367538680735379e+03 1.163298632492621209e+03 1.356360544465296698e+02
4.553131619477337154e+03 5.245271988588264094e+02 6.650379366930316394e+00
3.833407070522355298e+03 1.193564347602221915e+03 1.480746120929035499e+02
2.751050508950290350e+03 1.354608516183651545e+03 3.170732775805472770e+01
2.360164939585512002e+03 1.753697409279901649e+03 3.468842986351749857e+01
1.274275248862120407e+03 2.011942916345762569e+03 8.711616108003981651e+01
2.720769299334207062e+03 1.615640719785044894e+03 1.107718111006834079e+02
2.103306295204165508e+03 1.355938094402592242e+03 1.419242544745956991e+02
2.481764496259364932e+03 1.326532390383016946e+03 1.151234972020725706e+02
3.382945385761635862e+03 7.359131688763758348e+02 2.550627246539488269e+01
3.256550596883826074e+03 1.304213218243440679e+03 7.187446880408806749e+01
2.789550626778836886e+03 1.329363491975829675e+03 7.951570585602257779e+01
2.240042644626533729e+03 1.848098315111909415e+03 2.063829229574917790e+01
2.160265615325111412e+03 1.981267332394870209e+03 1.627327788436792844e+02
2.950451729163160508e+03 2.742639708732632243e+03 9.596573517570482181e+01
1.254462858798706748e+03 1.019618626660230802e+03 4.429540134576880206e+01
7.358067657926610536e+02 6.451031309635443449e+02 2.699116779489397544e+01
7.086776116842631836e+02 6.981814854823904852e+02 2.676065227260421153e+01
3.616965621489498517e+03 1.443722002313294524e+03 1.622863979195897741e+02
1.852082406402952074e+03 1.931625029057003985e+03 7.369858181152950749e+01
2.732888157544635305e+03 1.352577597526466889e+03 9.370237396200460012e+01
2.952151344178109412e+03 2.484235817001881060e+03 1.768631421720685353e+02
2.758969924929552690e+03 1.347681039857682890e+03 1.569294997097393036e+02
2.811675574696963849e+03 1.767035510367036977e+03 3.191453931589708759e+01
1.525420924115632943e+03 8.883806116633817282e+02 7.076160558082884222e+01
6.385835009468983117e+02 1.653940854455604040e+03 7.755262059924618256e+01
1.992629313864169490e+03 1.463232793692930045e+03 1.055603349383874985e+02
2.847727861311578181e+03 1.794551490608829454e+03 9.543974905630096828e+01
1.139427238540918324e+03 2.100659464466227291e+03 3.160474362007022364e+01
1.746528437371768632e+03 1.427450991761157184e+03 1.236873833307092951e+02
1.276496422824598085e+03 1.665436968990748710e+03 8.945188929186376470e+01
4.777067092755033627e+03 1.854450588029702885e+03 9.889595522144105644e+01
1.348275129591978384e+03 1.137756314071087445e+03 1.295701603687778629e+02
2.211318815417033875e+03 2.273905616558807196e+03 1.779686359694926807e+02
4.189087903729488971e+03 1.201863035114584591e+03 4.171381297363845420e+01
2.385748718670667131e+03 1.808716756969948165e+03 7.372650383368313953e+01
1.996402023253188190e+03 1.415091244341804440e+03 1.776032882640874391e+02
2.224271417284678591e+03 1.967045531610845956e+03 6.886218682592243567e+01
2.360210619647345084e+03 1.093370020882846575e+03 9.854137589718597212e+01
2.808581524331937089e+03 1.540676784298436587e+03 1.006234792604026609e+02
2.488104491743601102e+03 1.977355297234932777e+03 8.081996345645391955e+01
1.479584916683530537e+03 1.714395496987091065e+03 6.816288371968394699e+01
2.782784235765651829e+03 1.377984844110973427e+03 6.139407899099314392e+01
3.060812554985213410e+03 1.954065204807172677e+03 1.405738576357677232e+02
4.087679272899767511e+03 1.187544805948770318e+03 8.623213289551976857e+01
1.794925290870950903e+03 1.778109956715528142e+03 9.318785755378102920e+01
3.727048227382375899e+03 5.309302824525005917e+02 1.696167601516394541e+02
2.424760142690244265e+03 1.846776186033612703e+03 9.888037497025162281e+01
4.234401251184392095e+03 1.207907225041290076e+03 2.414616830347225829e+01
2.907995083152453844e+03 1.262340451449584634e+03 3.394757245689953606e+01
2.345497317626930908e+03 1.849968611424687424e+03 9.261211381670773335e+01
2.197870263836538470e+03 1.020542431634006107e+03 7.876077236924732006e+01
2.382057170209031483e+03 1.864927992975254938e+03 8.360034724786277138e+01
2.214392073054297725e+03 1.658235131903000820e+03 9.799707085399607820e+01
4.053975386286381763e+03 1.967857004106928343e+03 1.570528253825441141e+02
2.565839298089114891e+03 1.621386870164051743e+03 1.151797914773171101e+02
4.310537550105055743e+03 1.491759282076489399e+03 8.855456297526251319e+01
1.571985068358457966e+03 1.218029864346756312e+03 8.284662949421560540e+01
1.125250001695139417e+03 1.969723879355959070e+03 1.312614216320866376e+02
1.876093044365917876e+03 1.640146707112986633e+03 3.216531899562716745e+01
1.653830046881442513e+03 2.718105011536097209e+03 1.324943524434554654e+01
3.277906887522573925e+03 1.692921401514932768e+03 6.738334219264929459e+01
3.721403572580697983e+03 2.133484748614494038e+03 1.494210802791525907e+02
3.099565975722201529e+03 1.139151951533587635e+03 5.838468764478896844e+01
3.281330627779641418e+03 1.045275292819261267e+03 1.318117629558626049e+02
2.770898295834139844e+03 1.429045507862034583e+03 6.951790512622386586e+01
1.828512567145863159e+03 1.080280308058420133e+03 1.144276113054857404e+02
3.451304823873575970e+03 1.155278865922153273e+03 1.212890017894504240e+02
2.599181948788754653e+03 2.948557386338946344e+03 2.840398340611721650e+01
2.895756250801563056e+03 1.490374868869193051e+03 1.399827861173025383e+02
1.254202390123875830e+03 2.217794979467452322e+03 4.974304001001122089e+01
4.012430711713868732e+03 1.536362665555940339e+03 1.381508901875585593e+02
2.788829789237771365e+03 1.335521849994432841e+03 1.536688889769952482e+02
1.280933225001014307e+03 1.794699242678465453e+03 9.462555614765399525e+01
2.801277853427943683e+03 1.107760529963582940e+03 1.031553449368650064e+02
3.480864363306254290e+03 6.960574827060355574e+02 1.422930651090156005e+02
2.672300397945241912e+03 2.227685709232825047e+03 8.245645151565483388e+01
6.403776897917008455e+02 1.290501698848813476e+03 3.846608414689851596e+00
3.123389471831846095e+03 2.290046154461228980e+03 6.366357256153588651e+01
2.641149767415681708e+03 1.089408298019676067e+03 1.106891903226449898e+02
2.580365075091695417e+03 2.958531431193574463e+03 1.603387421996413025e+02
2.984369634509606385e+03 1.743266719626406029e+03 2.847078804297821719e+01
1.119887701227135722e+03 1.134464750988304786e+03 4.260399064612521158e+01
4.273365416653274451e+02 6.519860185201663398e+02 9.634854637201692640e+01
6.202018100615816820e+02 8.017437187343235792e+02 2.465198138811560824e+01
6.357298220595009752e+02 6.288679201909562835e+02 2.901119060827478080e+01
2.091929663080002683e+03 1.074256279139088974e+03 9.391468116108580944e+01
2.246546318437574882e+03 1.967349919982998699e+03 1.023391393679288370e+02
4.181827381536856592e+03 4.997015594622835124e+02 1.617862931705549556e+02
2.502581195696370742e+03 1.999233487686448825e+03 1.552398110676295460e+02
2.014529697079206016e+03 1.212374544367252838e+03 7.709875271041262579e+01
2.911345208448644371e+03 1.382705902105476980e+03 1.091406226290164625e+02
1.843658509464116833e+03 1.485992366414862772e+03 6.582744846833702468e+01
1.597916584784182078e+03 1.106109844622939363e+03 9.083317600132099301e+01
3.461887561299638946e+03 8.826931930456144073e+02 1.451593648827617500e+01
1.236520767138348901e+03 1.121169865505745065e+03 1.200489592593464891e+02
3.099784778032189024e+03 1.387963039572593971e+03 1.729444717574358776e+02
6.407071459438648162e+02 6.229893731064713620e+02 2.600528929183874638e+01
2.015083257038465945e+03 1.417083861184728448e+03 8.850173337634606696e+01
3.891896137220386208e+03 1.830477461856666196e+03 9.344226732249138934e+01
3.596018064612782837e+03 5.428663580520106962e+02 4.964277851460988700e+01
1.915343350745136831e+03 1.976461738447589596e+03 8.883140063537764775e+01
2.095496433249044003e+03 1.492825846972940781e+03 1.642142219636643858e+02
1.551941547802365676e+03 1.470029822086102513e+03 3.933549395540409055e+00
3.025185659336491426e+03 1.315265350370242231e+03 1.004095425033691669e+02
4.850184582397311715e+03 5.475155367762473588e+02 1.773805526752326216e+02
1.596029296148479261e+03 1.821040578283386822e+03 7.152784152866172462e+01
1.778373038441669678e+03 1.280580943830810611e+03 1.063984049160380323e+02
4.711926621098914438e+03 8.946375615285245431e+02 3.813068006701936241e+01
3.196356336318489411e+03 1.174262898569518029e+03 8.903654625047494164e+01
1.820076073583264133e+03 1.155917857800787942e+03 6.726275039781224052e+01
3.073479947512082617e+03 1.381079461549271855e+03 3.821801023216033855e+01
1.395351215119705785e+03 1.978775845507192798e+03 1.002073332610654859e+02
3.402956780984934539e+03 1.429038811956691234e+03 1.917650191522228198e+01
3.833288164284720096e+03 1.565689477009855864e+03 2.843793507837647994e+01
1.840768799402668947e+03 1.709761948714217624e+03 1.129258116508716512e+02
2.213200408426723243e+03 1.842001483960782252e+03 3.448968502126444236e+01
1.030007234886080369e+03 2.075242649488765892e+03 7.792131538668526503e+01
1.860812207668815063e+03 1.938009578909729953e+03 3.733422145405644699e+01
7.522534320155159548e+02 6.471100129241526702e+02 2.553017036830443232e+01
4.500476302374368970e+03 1.394135290835004753e+03 1.007908574910945276e+02
3.021228075570731562e+03 1.987238956995288163e+03 9.771280080274937063e+01
1.014256437603633572e+03 1.352632734668341527e+03 8.058725539629763546e+01
6.822518671284678931e+02 6.723643753096650926e+02 2.695025089432834520e+01
7.382489471520719917e+02 6.262917873591136413e+02 2.871531591271549999e+01
7.376627074596857483e+02 6.350095370061031872e+02 2.633888419960748095e+01
6.975502626861339195e+02 6.162879754112691444e+02 2.781689004292774925e+01
1.824014774526184510e+03 2.192594809488746705e+03 8.761255529411960197e+01
2.461364563083667235e+03 1.850709754057573036e+03 9.710229375218057157e+01
3.255262436477657957e+03 2.611592379112960316e+03 9.486734335166596566e+01
1.693673327084713947e+03 1.921360967082096749e+03 9.729323213798865311e+01
2.735733906051053964e+03 1.835361626709858683e+03 1.136562684114755939e+02
2.008734494803852840e+03 2.219956680752405191e+03 8.905213498713497700e+01
2.280659914319874133e+03 1.421010156773772906e+03 9.615503975994744223e+01
2.301746856294114878e+03 1.853598626919905655e+03 5.588353230163788510e+01
2.606378090594998866e+03 1.953387532822179310e+03 1.458936295214542724e+02
2.243574476453580246e+03 1.274833593776425460e+03 4.640607075431523043e+01
1.557972355699590253e+03 2.608413580976430239e+03 6.080370096661530965e+01
2.588992005838918885e+03 3.211908455364520250e+03 1.020342645098951664e+02
2.702878219843028091e+03 1.449246578201748889e+03 9.214649665950290114e+01
3.008619696832894533e+03 1.294188444925667682e+03 3.988459124711336301e+01
2.739110218538703066e+03 1.205668016202714625e+03 2.495966468517219994e+01
1.351733108413452101e+03 1.033790293328173902e+03 8.212404450416340751e+01
2.974726335851857584e+03 1.380877885916697551e+03 1.186273536108935502e+02
4.728803377573349280e+03 1.137746100756275382e+03 7.322494165771447960e+00
3.177103626274545149e+03 1.714178803196586614e+03 1.598832818863324512e+01
2.913103871472080755e+03 1.217388204886568474e+03 1.571252905721599120e+02
1.418981167833297377e+03 1.826949752067119107e+03 5.844040703064268172e+01
1.770188582077265210e+03 1.361389781277595375e+03 1.225345855992866007e+02
9.570252088578509984e+02 1.647180533691667051e+03 1.157263195066913681e+02
1.626129784159227938e+03 8.754447869809148415e+02 8.468866176508743138e+01
2.896831011481365749e+03 1.809678448385974434e+03 9.771582822006341473e+01
3.815833035249906061e+03 1.524349893357151359e+03 1.427505047968410565e+02
6.736449748541033387e+02 6.660016128738319594e+02 2.733156998400404802e+01
7.192281819836645127e+02 6.335650440292030225e+02 2.539222100608039057e+01
6.871632051048272842e+02 6.488543529518116202e+02 2.831979162899822455e+01
2.775429332390186119e+03 1.351245109511616192e+03 4.424740352356860029e+01
3.791113892291935372e+03 1.057702031571801399e+03 9.810746414473572941e+01
3.704446912374545263e+03 1.399525044330742730e+03 8.974426665905514255e+01
3.256521221697470992e+03 9.125867476960362410e+02 9.263565341169910994e+01
2.624039231353679497e+03 1.549054620972283374e+03 1.742160346091055203e+02
2.744276845064192457e+03 1.385494306347503880e+03 3.836787977517592907e+01
2.473051473583296229e+03 1.735511761939741518e+03 8.482064956278699697e+01
2.690207583792749119e+03 3.421614437410888058e+03 1.074646163513807835e+02
2.232754413642636337e+03 1.859567657825656170e+03 9.545523243877518382e+00
4.309058359229641610e+03 1.514033567339620049e+03 8.328822438983577570e+01
1.969243006235673647e+03 1.367898055934622562e+03 1.168502108331003910e+02
1.967917802453077456e+03 1.141911672493382639e+03 8.051252945919908655e+01
1.461235032021302459e+03 1.654694988803577871e+03 8.958912449255389276e+01
4.568050983118829208e+03 1.486429499378871469e+03 1.470651284480489949e+02
2.751339527741838083e+03 9.974747098798237630e+02 8.586174289544929650e+01
2.244712982523885330e+03 1.971823323492167901e+03 6.911172093788425741e+01
1.699599666456059140e+03 9.833322521005875387e+02 1.535365460930372308e+02
1.375693503666182551e+03 1.018007201506543197e+03 9.633620703701168964e+01
3.162375140178943184e+03 3.563972547958902396e+03 1.486718490771953327e+02
2.753768074946549405e+03 1.561847691031165596e+03 9.440720831708866001e+01
4.052537576940120289e+03 1.247458166270634138e+03 1.684534385496212963e+02
1.167910943963087448e+03 1.142764472032130016e+03 7.931087937513910902e+01
2.992390914267416065e+03 1.660878008147686387e+03 2.422804298477381835e+01
7.144712633043510550e+02 6.957345722199776219e+02 2.695096689956063329e+01
7.442854472226210873e+02 6.980550887222349274e+02 2.732533820095455113e+01
8.031630373065264621e+02 6.715409197779508759e+02 3.059571142869985749e+01
3.521001050874408520e+03 1.950301349034856230e+03 1.253905496769310872e+02
3.778144935417219585e+03 1.068336631670600582e+03 8.631526554547203034e+01
1.225045707013660603e+03 2.383867727967910014e+03 7.375110999835300163e+01
1.750726521954591817e+03 1.667057564887591298e+03 9.101933695628284227e+01
2.720865195592852615e+03 1.963716175929314886e+03 1.516839260597435270e+02
2.830467991574846565e+03 1.382136726804359796e+03 6.974324724235893314e+01
2.420261056267745971e+03 1.854428516795251653e+03 8.922204180875083068e+01
1.976092775239045295e+03 2.151011652593406325e+03 1.375845105040638998e+02
1.854008968281190619e+03 2.275865454892616071e+03 5.515771407666748161e+01
2.068298008851998020e+03 1.909287335125368145e+03 1.184963966216920461e+01
1.069073580190223538e+03 1.570733631567114116e+03 9.737513060916768382e+01
3.796636060802254178e+03 1.442768333345739165e+03 1.090523438308978683e+02
1.374497070204593228e+03 2.766618710073898001e+03 3.514118080776765396e+01
1.499503691602131539e+03 3.499293883248873499e+03 1.161655159406939362e+02
3.855951891235038602e+03 1.100028797934222212e+03 1.012979418200424675e+02
3.102860961146484897e+03 2.616590170457685417e+03 9.369430640750054806e+01
1.644939309916138654e+03 2.345323895478618397e+03 6.196311209228746009e+01
2.812434010950662014e+03 9.641220726752753762e+02 1.252688055547608030e+02
1.258417438624677970e+03 1.844809446398603541e+03 5.129634110648441947e+01
1.580774286983908951e+03 3.129444141192906500e+03 2.459673258164030329e+01
3.024268984488238857e+03 9.637338289740386017e+02 5.741321494799964142e+01
4.764157423784680759e+03 1.105642173718438244e+03 9.862909361404977915e+01
2.634536217568009761e+03 1.413686666308292388e+03 1.102925486769458985e+02
2.222730735873594313e+03 2.205417745830055082e+03 1.444626285362838303e+02
2.614584236798029451e+03 1.490255699345043467e+03 1.260836807723303679e+02
2.545209921327719258e+03 1.470149272797226558e+03 1.241281403289349150e+01
7.409445277214954331e+02 7.164529842598082041e+02 2.560007394471898579e+01
1.250945476367081937e+03 1.618766823302544253e+03 7.352752655124490389e+01
2.480092538555623833e+03 1.590618602469955022e+03 1.681947907636427786e+01
2.217209951118443769e+03 1.676280714040942485e+03 1.399340268364443141e+01
2.706032379209686951e+03 1.419446952973013822e+03 3.230968123834346528e+01
2.091340951469530864e+03 2.219392534251968755e+03 1.009591549501775773e+02
1.378606303531567846e+03 9.987796795034907973e+02 4.055050138061392317e+01
2.809314848543597691e+03 1.516349656975861535e+03 8.713180766082331274e+01
2.594788321382427512e+03 1.696142579727289331e+03 9.665595950026009575e+01
1.157474827872902324e+03 1.982673313301150529e+03 4.562312104879869423e+01
4.061448645976330681e+03 1.719171786406659521e+03 8.423612879472348425e+01
1.161500217010174083e+03 1.799473287518119605e+03 7.631563783879030893e+01
3.018497309726348249e+03 1.390692259286748822e+03 1.046612058327622066e+02
3.332751813735710584e+03 1.377682823752377772e+03 2.561295530037822488e+01
3.407290894456057686e+03 2.602766893053042168e+03 1.540943348434568350e+02
1.001644675630312008e+03 3.880601491550139144e+03 7.448687844519886880e+01
1.415562449932677737e+03 1.016374422836532858e+03 1.296483802064550162e+02
2.741256482660578058e+03 1.691054888048439580e+03 6.780122801754930606e+01
3.093425214440658237e+03 1.741594744008910084e+03 1.515011288817267996e+02
2.603409899901406334e+03 1.883509033427494842e+03 1.687861167772879298e+02
4.003218783565829654e+03 1.165469312101242849e+03 1.101396639873079266e+02
4.401016531834186026e+03 1.263277511957106526e+03 1.765677315773023679e+02
3.611078574611348358e+03 1.279994301761127190e+03 9.545855126767246190e+01
1.088487475316541577e+03 1.803664743496799474e+03 5.300549858099384437e+01
3.541617455055317805e+03 1.065151654474002953e+03 9.167782470761423497e+01
3.067857121034511238e+03 1.311809815322673103e+03 9.685025493810711339e+01
2.852603499890914009e+03 1.080281714450916752e+03 1.596106171307671104e+02
2.356331307276923781e+03 2.084018687391484946e+03 1.584014300007916916e+02
1.454976345872063348e+03 9.981096919381633370e+02 1.343744489215065840e+01
1.197000819742416752e+03 2.034186440357844731e+03 1.641557529077422259e+02
2.665977419096033373e+03 1.370913884233779982e+03 1.819181685565155604e+01
2.271925501204572811e+03 1.852614287713808835e+03 4.036618234982109499e+01
2.408709937598638135e+03 1.846435682911870799e+03 1.150173512679687775e+02
1.890886857594934781e+03 2.235078170551560561e+03 5.534500744151247886e+01
2.720593137941204532e+03 1.538482516435905609e+03 9.643559483185040904e+01
3.519999123352723018e+03 1.292293343714169851e+03 7.356138569520410897e+01
2.580827572566817707e+03 1.489331690151132761e+03 2.708550823789143180e+01
2.767731804584382644e+03 1.497505768614645831e+03 7.246746355573851872e+01
6.407278701456140197e+02 7.218796712198951582e+02 2.818904092215273138e+01
6.446722181373578451e+02 6.267618505007459362e+02 2.807370726804664329e+01
7.011926798389309852e+02 6.203641611509094673e+02 2.563245040661624330e+01
2.232009751750490523e+03 2.009557201750262266e+03 9.569907195924338339e+01
2.823652850986467456e+03 1.507102490882331040e+03 1.111608511731225519e+02
1.212148095131306718e+03 1.067340404926398833e+03 8.142040219567732606e+01
1.226813320323520202e+03 1.930800041126309452e+03 3.911410127826795247e+01
2.032676458235076097e+03 1.961187826243734889e+03 7.647528543573044146e+01
1.839269504797882519e+03 1.419896262775070227e+03 1.215189066344906621e+02
2.521169937296475837e+03 1.703560746124363732e+03 8.962776372810567693e+01
1.479523324903261255e+03 1.098957261344393828e+03 7.066923265117905828e+01
2.763567570929777048e+03 1.451833019265462553e+03 8.959359267971349539e+01
2.418482652553183470e+03 1.902188630701078637e+03 8.776885692395111960e+01
2.225826547872131414e+03 2.198806671105059650e+03 1.461753870158095765e+02
2.435785359698048978e+03 1.722908723952125456e+03 7.247872988896612867e+01
2.459467959357803466e+03 1.841166469598119193e+03 1.000024756156945500e+02
2.180158318266704555e+03 2.244302706838672293e+03 1.427160749117227851e+02
1.183558046189827564e+03 1.821678461285687945e+03 1.491937725411301017e+02
3.007691746921138474e+03 1.313960275519860943e+03 1.035606712605660817e+02
2.691432634057617634e+03 1.486517970560692675e+03 1.358984819916270510e+02
3.747893962932673730e+03 9.061537235196900610e+02 4.223881549155435522e+01
2.378051866812209937e+03 1.409207805508859337e+03 1.443005492542052934e+02
5.518660625668482680e+03 4.590857574763386424e+02 1.455462218222053252e+02
1.864471589022103672e+03 1.423694111785545601e+03 5.952965756650468165e+01
2.322100008897872613e+03 1.863028286608523103e+03 7.283837581643761894e+01
4.156573399859766141e+03 1.322642355802964858e+03 7.606069508913093102e+01
2.383483246078849334e+03 1.846908240202841853e+03 7.350643097064623532e+01
1.930100271516372459e+03 2.162987423559637591e+03 4.057326187372513715e+01
1.981982400436880880e+03 1.668764998852684812e+03 1.509374805382470868e+02
2.687827562305637002e+03 1.185632486012634899e+03 8.893272833095583252e+00
4.074694509363648194e+03 1.812254115425352211e+03 8.860296460518567585e+01
2.938403610468350507e+03 2.181887792341914974e+03 1.582076030451394217e+02
5.674698519990035493e+03 1.868535271577994536e+03 1.085938456192825328e+02
9.794431720306700981e+02 7.347142187718177411e+02 1.416070411597884799e+02
2.760026671371603697e+03 1.257320018798484398e+03 6.069566303471845714e+01
4.164452790347028895e+03 4.120748871645544114e+02 1.145363123410188706e+02
2.363707161531244310e+03 1.841372990023007333e+03 7.332315552041698936e+01
1.939779929110121884e+03 2.210321675147675705e+03 5.022208034807726307e+01
6.590829383566829165e+02 6.520218597029125931e+02 2.516155075597541213e+01
7.170967600211783974e+02 6.208739958490040181e+02 2.739884594629226200e+01
2.177556232157906834e+03 1.841270065805722652e+03 6.341915112325531112e+01
3.832920204799954263e+03 1.202790258586482651e+03 1.391695079268974666e+02
4.145666860220562739e+03 1.682114037872532890e+03 8.078485321220070148e+01
2.355861642212182687e+03 1.514301510097234541e+03 1.522849737500197591e+02
3.099787111826694399e+03 9.486893949834566229e+02 5.641131110789689274e+01
1.562996247342200149e+03 2.725769329196896251e+03 8.527144523033702228e+01
2.055129851431593124e+03 1.140913479687423205e+03 3.704040643379084230e+01
4.774347602949566863e+03 1.001720125345065981e+03 7.706460352860942464e+01
2.368818398512074964e+03 1.645555241017952312e+03 6.956920072516312814e+01
3.427526001416016697e+03 1.677523994776967129e+03 7.225344055233291840e+01
7.186567593520740047e+02 6.966532761159105576e+02 2.749228815033205819e+01
3.790691645889819938e+03 9.920395333274454970e+02 3.938966909721688126e+01
3.759113031012509055e+03 1.892794591213306148e+03 2.206803666587859070e+01
2.554044528063292546e+03 1.728309888439813903e+03 3.187566188293810043e+01
2.619678333400546308e+03 1.717978887173908106e+03 1.599932341805330509e+02
2.961172621891524159e+03 1.398341226018734687e+03 1.279281207744268443e+02
4.649036919385089277e+03 1.385861503341649950e+03 8.871094803092236702e+01
1.545900236072447115e+03 2.601598312765362607e+03 6.080697353719494913e+01
1.692130331585631893e+03 2.463057938966618622e+03 6.365811924414840917e+01
2.246536568331849594e+03 2.208744620383200072e+03 1.404860491519806089e+02
3.002635227924226456e+03 1.153113827233425582e+03 1.082221290187728329e+02
3.020926366311778565e+03 1.357376077702226212e+03 1.570180486673840790e+02
1.293178210849512197e+03 2.263022556465760317e+03 9.992284242575725273e+01
7.086916007771600334e+02 6.163070268045720468e+02 2.582563305450307212e+01
2.736227514776675434e+03 1.696808546538353539e+03 6.614427279176531727e+01
1.221842088496901852e+03 1.796979372837152368e+03 7.050892600414813671e+01
3.797841978186338565e+03 1.085963647675027005e+03 1.024358929923786832e+02
4.750530824112944174e+03 1.061007084587068221e+03 1.018337056836216306e+02
3.783497883134498807e+03 1.374138190887885003e+03 2.447813813917422365e+01
1.320706516934984393e+03 1.698816101531027471e+03 1.057535138791964471e+02
3.351581006994968448e+03 1.056644954561316126e+03 1.605442767793092003e+02
1.756781020905865489e+03 1.884632226882614532e+03 1.456906795495670224e+02
1.172019375594893972e+03 3.586891874949367775e+03 2.460254826506598036e+01
2.654390899783916211e+03 1.344006420307427561e+03 1.706672959868955388e+02
1.949068141977692903e+03 2.243138084785941373e+03 5.774476678898752624e+01
2.473228697063748314e+03 2.009790994762102400e+03 1.568762800770801391e+02
1.611294381830266957e+03 9.136327538213150774e+02 1.033183293284411519e+02
2.056660415354710949e+03 2.238980386028746125e+03 1.020126508621469839e+02
2.143627367931273966e+03 1.237173824684418605e+03 6.877273768350892169e+01
1.312475244310008975e+03 1.043341672913591992e+03 8.314214237331640334e+01
1.315022200589080740e+03 1.386062359056782952e+03 1.620543891893726141e+02
1.982511326149770639e+03 1.846633680545696279e+03 1.133530666891984140e+02
4.502505308315597176e+03 1.601157796238567244e+03 1.708785806983967177e+02
1.711252733906027515e+03 2.239179448089089874e+03 8.925762261356273086e+01
2.929842168419955669e+03 5.955019185808514521e+02 6.271329634406784947e+01
1.634232771963478854e+03 8.188701984387462289e+02 4.709505539538997709e+01
1.856756916128622834e+03 2.504216607227981513e+03 1.082969814911428585e+02
1.720033981778228281e+03 2.225279102691907610e+03 5.069364243836584194e+01
3.036054590682963862e+03 1.072655549169236110e+03 9.565739750430110178e+01
4.016100182614089135e+03 1.552900171971556347e+03 3.698665704119859043e+01
2.290210128681115293e+03 1.704451072142710473e+03 3.565055034197519745e+01
2.344141968880198419e+03 1.367862878528660531e+03 3.490406264266220404e+01
6.472838133587745233e+02 6.658458987709778967e+02 3.056399624797209924e+01
6.989617211857562324e+02 6.153984451229030128e+02 2.792200030294165103e+01
6.728691986884542757e+02 6.791685259578244995e+02 2.691251572936108971e+01
2.074128404985179714e+03 1.650133512664291629e+03 1.016765334008338897e+02
1.483790043835240567e+03 9.734470862350815423e+02 5.524266300110777195e+01
1.275341150521651343e+03 1.576506329804415145e+03 1.094806301991620785e+02
1.864270747853204512e+03 2.233944844027746058e+03 2.463588001364308155e+01
1.717514580751152607e+03 2.073435670056369418e+03 7.525420594558916321e+01
2.517131532967271141e+03 1.679352495932090051e+03 6.791738636689450459e+01
1.441481498707902574e+03 1.761151889256232380e+03 2.060861213102136347e+01
1.065528311975277802e+03 1.270643965966421774e+03 3.258198091550717379e+01
3.060559299703567376e+03 1.771994150688971104e+03 8.781472648155295246e+01
4.618617823117640000e+03 2.100952877372607873e+03 1.660791457060548737e+02
6.572381649222477336e+02 6.552671103550446787e+02 2.848543422797789759e+01
7.043765661814018131e+02 7.004986911373572411e+02 2.868412398345070358e+01
7.079423044575901258e+02 6.879960682508913123e+02 2.965821672089918692e+01
7.257088231456469885e+02 7.100869957810788264e+02 2.821859982712172510e+01
7.497454099874540816e+02 6.419974731446636724e+02 2.800972255557813284e+01
1.050243284189126143e+03 1.257305404148017033e+03 1.467439264955707579e+01
1.539045271883328496e+03 9.930195380785355610e+02 1.147458271277445903e+02
2.820371677774146519e+03 1.652912484395875481e+03 9.342281014272755257e+00
1.921356342940965533e+03 9.304442325739471471e+02 3.218192661796667409e+01
2.482298748478886864e+03 3.170667209146957248e+03 9.778258081822023939e+01
3.926024528949741580e+03 1.531872351561250525e+03 1.123165976239348751e+01
2.731072534048575108e+03 1.571360300908182353e+03 9.022399395985033266e+01
3.926721759571983512e+03 2.181824706963328936e+03 1.043038253852410691e+02
4.516678100005480701e+03 1.302273598597415912e+03 8.038959755918439498e+01
3.187534148577042743e+03 1.804645512684489177e+03 1.002657867264275069e+02
2.907489982835921637e+03 1.641632115976483419e+03 5.749082479879790952e+01
1.292542621980672038e+03 2.131052556023701527e+03 6.853313525684659169e+01
2.987160393052541622e+03 2.124497953707000306e+03 1.440921715328820198e+02
1.770999348247361468e+03 1.071018415016152630e+03 9.832210969556847147e+01
1.783153809298556553e+03 1.914116460167120749e+03 1.465938505084552617e+02
2.824368371336588098e+03 1.397609815054857108e+03 7.228421999016212851e+01
2.464606028863516258e+03 1.132443283413107110e+03 8.836122400681108502e+01
3.239150953162064980e+03 1.642800765098917736e+03 9.664911189028632066e+01
2.655256559254354215e+03 1.165625243515095917e+03 1.051388942784429403e+01
1.867104900317206557e+03 1.040824455910324332e+03 8.839484051016658839e+01
2.586609810471791207e+03 1.783125279955141878e+03 1.556674491939681957e+02
1.057718114617224046e+03 1.481264736594769374e+03 1.668565298132503187e+02
1.859217201223215170e+03 2.342181021813774350e+03 6.176071808699231980e+01
